1.49439e+10,1.13169e-95,3.0237e-274,0
1.48524e+10,710375,9.21917e+07,0
1.47609e+10,711003,9.2195e+07,0
1.46695e+10,710609,9.21978e+07,0
1.4578e+10,710200,9.22006e+07,0
1.44865e+10,710794,9.2204e+07,0
1.4395e+10,710602,9.2207e+07,0
1.43035e+10,710669,9.22101e+07,0
1.4212e+10,711878,9.22139e+07,0
1.41205e+10,710365,9.22164e+07,0
1.4029e+10,710011,9.22195e+07,0
1.39374e+10,710557,9.2223e+07,0
1.38459e+10,710572,9.22264e+07,0
1.37544e+10,711553,9.22302e+07,0
1.36629e+10,710786,9.22333e+07,0
1.35714e+10,711413,9.22371e+07,0
1.34798e+10,711085,9.22404e+07,0
1.33883e+10,711052,9.2244e+07,0
1.32968e+10,711110,9.22476e+07,0
1.32052e+10,711327,9.22514e+07,0
1.31137e+10,711686,9.22553e+07,0
1.30221e+10,711181,9.22588e+07,0
1.29306e+10,710554,9.22624e+07,0
1.2839e+10,711387,9.22667e+07,0
1.27475e+10,711166,9.22705e+07,0
1.26559e+10,710874,9.22744e+07,0
1.25643e+10,711096,9.22786e+07,0
1.24728e+10,711867,9.22832e+07,0
1.23812e+10,711013,9.2287e+07,0
1.22896e+10,711498,9.22916e+07,0
1.2198e+10,711604,9.2296e+07,0
1.21064e+10,711574,9.23005e+07,0
1.20148e+10,711759,9.23052e+07,0
1.19232e+10,711780,9.23099e+07,0
1.18316e+10,711109,9.23143e+07,0
1.174e+10,711029,9.23192e+07,0
1.16484e+10,711625,9.23245e+07,0
1.15568e+10,712563,9.233e+07,0
1.14652e+10,712468,9.23353e+07,0
1.13736e+10,711793,9.23403e+07,0
1.12819e+10,711154,9.23455e+07,0
1.11903e+10,712474,9.23519e+07,0
1.10986e+10,712545,9.23578e+07,0
1.1007e+10,711529,9.23633e+07,0
1.09153e+10,711794,9.23697e+07,0
1.08237e+10,712674,9.23767e+07,0
1.0732e+10,712057,9.23831e+07,0
1.06403e+10,712109,9.23901e+07,0
1.05486e+10,712342,9.23976e+07,0
1.04569e+10,712717,9.24054e+07,0
1.03652e+10,712928,9.24136e+07,0
1.02735e+10,711935,9.24217e+07,0
1.01818e+10,712134,9.24309e+07,0
1.00901e+10,712544,9.24408e+07,0
9.99834e+09,712583,9.24514e+07,0
9.90659e+09,713466,9.24636e+07,0
9.81482e+09,713271,9.24767e+07,0
9.72305e+09,714048,9.24924e+07,0
9.63125e+09,713008,9.25107e+07,0
9.53943e+09,713504,9.25363e+07,0
9.44756e+09,713202,9.25814e+07,396
9.36566e+09,635354,8.2535e+07,396
9.28375e+09,636304,8.25424e+07,396
9.20184e+09,636377,8.25498e+07,396
9.11992e+09,634555,8.25567e+07,396
9.03799e+09,636170,8.25659e+07,396
8.95605e+09,635594,8.25747e+07,396
8.8741e+09,636092,8.2585e+07,396
8.79214e+09,636024,8.25961e+07,396
8.71017e+09,636743,8.26095e+07,396
8.62818e+09,637413,8.26258e+07,396
8.54617e+09,636535,8.26469e+07,396
8.46412e+09,636560,8.26851e+07,806
8.39045e+09,571005,7.42347e+07,806
8.31678e+09,571253,7.42409e+07,806
8.24311e+09,571413,7.42473e+07,806
8.16943e+09,571084,7.42539e+07,806
8.09574e+09,571151,7.42611e+07,806
8.02204e+09,571409,7.4269e+07,806
7.94833e+09,571702,7.42777e+07,806
7.87462e+09,571556,7.42872e+07,806
7.80089e+09,572148,7.42986e+07,806
7.72715e+09,572268,7.43121e+07,806
7.65339e+09,571976,7.43301e+07,806
7.5796e+09,571967,7.4362e+07,1184
7.51264e+09,517368,6.74776e+07,1184
7.44568e+09,518073,6.74832e+07,1184
7.37871e+09,517773,6.74887e+07,1184
7.31173e+09,518292,6.74949e+07,1184
7.24475e+09,518405,6.75013e+07,1184
7.17776e+09,518772,6.75083e+07,1184
7.11076e+09,517438,6.75151e+07,1184
7.04375e+09,518424,6.75239e+07,1184
6.97674e+09,518353,6.75334e+07,1184
6.90971e+09,518694,6.75452e+07,1184
6.84267e+09,518371,6.75604e+07,1184
6.7756e+09,519083,6.75874e+07,1540
6.71423e+09,474131,6.18506e+07,1540
6.65284e+09,474180,6.18556e+07,1540
6.59146e+09,474276,6.18608e+07,1540
6.53007e+09,474217,6.18663e+07,1540
6.46867e+09,474064,6.18721e+07,1540
6.40726e+09,474214,6.18786e+07,1540
6.34585e+09,474822,6.18859e+07,1540
6.28443e+09,475377,6.1894e+07,1540
6.22301e+09,474462,6.19025e+07,1540
6.16157e+09,474927,6.19136e+07,1540
6.10011e+09,473824,6.19276e+07,1540
6.03863e+09,474587,6.19535e+07,1934
5.98272e+09,432005,5.63505e+07,1934
5.92679e+09,432209,5.63551e+07,1934
5.87086e+09,432368,5.63599e+07,1934
5.81493e+09,432236,5.63648e+07,1934
5.75899e+09,432393,5.63702e+07,1934
5.70305e+09,431956,5.63757e+07,1934
5.6471e+09,432673,5.63824e+07,1934
5.59114e+09,432537,5.63893e+07,1934
5.53518e+09,432553,5.63974e+07,1934
5.4792e+09,432490,5.64071e+07,1934
5.42322e+09,432762,5.64203e+07,1934
5.36721e+09,432430,5.64427e+07,2317
5.3162e+09,394657,5.14022e+07,2317
5.26519e+09,394724,5.14063e+07,2317
5.21417e+09,394976,5.14108e+07,2317
5.16315e+09,395458,5.14156e+07,2317
5.11213e+09,394856,5.14202e+07,2317
5.0611e+09,394998,5.14255e+07,2317
5.01006e+09,394824,5.14312e+07,2317
4.95902e+09,395057,5.14377e+07,2317
4.90797e+09,394829,5.14449e+07,2317
4.85691e+09,394928,5.14539e+07,2317
4.80584e+09,395306,5.1466e+07,2317
4.75475e+09,395601,5.14869e+07,2717
4.70823e+09,360878,4.68742e+07,2717
4.66172e+09,360900,4.68779e+07,2717
4.61519e+09,360927,4.68819e+07,2717
4.56867e+09,360939,4.6886e+07,2717
4.52214e+09,361391,4.68907e+07,2717
4.47561e+09,360744,4.68952e+07,2717
4.42907e+09,361210,4.69006e+07,2717
4.38252e+09,361011,4.69064e+07,2717
4.33597e+09,360708,4.69129e+07,2717
4.28941e+09,361727,4.69215e+07,2717
4.24284e+09,361248,4.6932e+07,2717
4.19625e+09,361680,4.69507e+07,3100
4.15367e+09,330464,4.29075e+07,3100
4.11109e+09,330372,4.29109e+07,3100
4.06851e+09,330594,4.29146e+07,3100
4.02592e+09,330808,4.29185e+07,3100
3.98333e+09,330412,4.29223e+07,3100
3.94073e+09,330878,4.29269e+07,3100
3.89813e+09,330982,4.29317e+07,3100
3.85553e+09,330444,4.29366e+07,3100
3.81291e+09,330668,4.29427e+07,3100
3.77029e+09,331027,4.29499e+07,3100
3.72767e+09,330907,4.29592e+07,3100
3.68502e+09,330845,4.29751e+07,3437
3.64562e+09,305080,3.97121e+07,3437
3.6062e+09,305114,3.97155e+07,3437
3.56679e+09,305752,3.97194e+07,3437
3.52737e+09,305924,3.97233e+07,3437
3.48795e+09,305489,3.9727e+07,3437
3.44853e+09,305338,3.97313e+07,3437
3.4091e+09,305583,3.97361e+07,3437
3.36966e+09,305405,3.97413e+07,3437
3.33022e+09,306106,3.97477e+07,3437
3.29077e+09,306201,3.9755e+07,3437
3.25131e+09,305600,3.97643e+07,3437
3.21184e+09,306003,3.97811e+07,3828
3.17593e+09,278684,3.61796e+07,3828
3.14003e+09,278681,3.61829e+07,3828
3.10412e+09,278398,3.61861e+07,3828
3.06821e+09,278514,3.61898e+07,3828
3.0323e+09,278309,3.61935e+07,3828
2.99638e+09,278806,3.6198e+07,3828
2.96045e+09,278640,3.62024e+07,3828
2.92452e+09,278722,3.62076e+07,3828
2.88859e+09,278709,3.62135e+07,3828
2.85265e+09,278708,3.62207e+07,3828
2.8167e+09,278536,3.62302e+07,3828
2.78073e+09,279201,3.62475e+07,4254
2.7484e+09,250647,3.25825e+07,4254
2.71606e+09,250341,3.25852e+07,4254
2.68372e+09,250433,3.25883e+07,4254
2.65138e+09,250152,3.25914e+07,4254
2.61904e+09,250449,3.2595e+07,4254
2.58669e+09,250598,3.25987e+07,4254
2.55434e+09,250487,3.26027e+07,4254
2.52198e+09,250331,3.26072e+07,4254
2.48962e+09,250446,3.26124e+07,4254
2.45725e+09,250614,3.26188e+07,4254
2.42487e+09,250875,3.26273e+07,4254
2.39248e+09,250713,3.26418e+07,4642
2.36326e+09,226561,2.94492e+07,4642
2.33403e+09,226471,2.94518e+07,4642
2.30481e+09,226304,2.94546e+07,4642
2.27558e+09,226578,2.94577e+07,4642
2.24634e+09,226443,2.94608e+07,4642
2.2171e+09,226719,2.94644e+07,4642
2.18786e+09,227109,2.94683e+07,4642
2.15862e+09,226540,2.94722e+07,4642
2.12937e+09,226490,2.9477e+07,4642
2.10011e+09,226478,2.94828e+07,4642
2.07085e+09,227077,2.94909e+07,4642
2.04157e+09,226858,2.95043e+07,5038
2.01523e+09,204473,2.65387e+07,5038
1.9889e+09,204296,2.65411e+07,5038
1.96256e+09,204706,2.65439e+07,5038
1.93622e+09,204624,2.65466e+07,5038
1.90987e+09,204490,2.65495e+07,5038
1.88352e+09,204676,2.65528e+07,5038
1.85717e+09,205053,2.65565e+07,5038
1.83082e+09,204715,2.65603e+07,5038
1.80446e+09,204501,2.65647e+07,5038
1.77809e+09,204490,2.65701e+07,5038
1.75172e+09,205016,2.65777e+07,5038
1.72533e+09,204894,2.65903e+07,5419
1.70166e+09,183954,2.38523e+07,5419
1.67799e+09,183674,2.38545e+07,5419
1.65432e+09,183903,2.3857e+07,5419
1.63064e+09,184003,2.38596e+07,5419
1.60697e+09,183609,2.38622e+07,5419
1.58328e+09,183984,2.38653e+07,5419
1.5596e+09,183668,2.38684e+07,5419
1.53591e+09,183778,2.3872e+07,5419
1.51222e+09,183996,2.38762e+07,5419
1.48852e+09,184072,2.38812e+07,5419
1.46482e+09,184031,2.38878e+07,5419
1.4411e+09,183821,2.38991e+07,5787
1.41978e+09,165402,2.1492e+07,5787
1.39845e+09,165267,2.14941e+07,5787
1.37712e+09,165355,2.14965e+07,5787
1.35578e+09,165376,2.1499e+07,5787
1.33445e+09,165356,2.15016e+07,5787
1.31311e+09,165271,2.15044e+07,5787
1.29176e+09,165283,2.15076e+07,5787
1.27042e+09,165345,2.15112e+07,5787
1.24907e+09,165362,2.15153e+07,5787
1.22771e+09,165459,2.15203e+07,5787
1.20635e+09,165555,2.1527e+07,5787
1.18498e+09,165386,2.15386e+07,6184
1.16614e+09,145897,1.89854e+07,6184
1.1473e+09,145818,1.89873e+07,6184
1.12846e+09,145907,1.89895e+07,6184
1.10961e+09,145865,1.89917e+07,6184
1.09076e+09,145800,1.8994e+07,6184
1.07191e+09,146036,1.89967e+07,6184
1.05306e+09,145930,1.89995e+07,6184
1.0342e+09,146222,1.90028e+07,6184
1.01534e+09,145875,1.90062e+07,6184
9.96475e+08,146042,1.90107e+07,6184
9.77605e+08,146174,1.90166e+07,6184
9.58724e+08,146305,1.90267e+07,6549
9.41967e+08,129152,1.68864e+07,6549
9.25208e+08,129285,1.68884e+07,6549
9.08447e+08,129187,1.68903e+07,6549
8.91684e+08,129446,1.68926e+07,6549
8.74918e+08,129386,1.68948e+07,6549
8.5815e+08,129542,1.68974e+07,6549
8.4138e+08,129312,1.68999e+07,6549
8.24606e+08,129643,1.69031e+07,6549
8.07829e+08,129273,1.69064e+07,6549
7.91048e+08,129592,1.69108e+07,6549
7.74261e+08,129577,1.69164e+07,6549
7.57465e+08,129949,1.69264e+07,6923
7.42809e+08,113263,1.4769e+07,6923
7.28152e+08,113271,1.47708e+07,6923
7.13492e+08,113159,1.47726e+07,6923
6.98831e+08,113240,1.47747e+07,6923
6.84167e+08,113336,1.47769e+07,6923
6.69501e+08,113380,1.47792e+07,6923
6.54833e+08,113292,1.47818e+07,6923
